,NOME,IDADE_ALUNO_2020,ANOS_PM_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020,FASE_2021,TURMA_2021,INSTITUICAO_ENSINO_ALUNO_2021,SINALIZADOR_INGRESSANTE_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021,FASE_2022,TURMA_2022,ANO_INGRESSO_2022,BOLSISTA_2022,INDE_2022,CG_2022,CF_2022,CT_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,NOTA_PORT_2022,NOTA_MAT_2022,QTD_AVAL_2022,IPP_2022,REC_AVA_1_2022,REC_AVA_2_2022,INDICADO_BOLSA_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022,NIVEL_IDEAL_2022,INSTITUICAO_ENSINO_ALUNO_2020_Escola João Paulo II,INSTITUICAO_ENSINO_ALUNO_2020_Escola Pública,INSTITUICAO_ENSINO_ALUNO_2020_Rede Decisão/União,Cluster,Cluster_IEG,Cluster_2020,Cluster_2021,Cluster_2022
990,991,10.0,1.0,0.0,6.7994460000000005,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,7.9,6.25,2.5,7.5,7.22222,10.0,2.0,N,Escola Pública,Veterano,Ametista,7.107,9.0,5.4,7.5,5.2,7.9,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,7.7,10.0,Nível 2 (5o e 6o ano),0.0,2.0,U,2019.0,Não,6.930756190476192,513.0,78.0,5.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.285714285714285,4.375,5.5,5.0,6.0,3.0,6.25,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.555556666666667,5.0,Fase 3 (7º e 8º ano),,,,0,2,2,2,0
992,993,14.0,2.0,0.0,7.5256255,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.08333,8.3,4.375,6.0,8.28125,8.458337499999999,10.0,5.0,F,Rede Decisão,Veterano,Ágata,6.050,5.4,3.6,5.0,6.6,7.0,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,0.0,6.3,10.0,Nível 5 (1o EM),0.0,5.0,F,2018.0,Sim,6.846516835004177,541.0,31.0,3.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.41666,6.281197786131997,5.625,8.88888888888889,9.5,7.666666666666667,4.0,7.5,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,0.0,7.2916675,5.0,Fase 6 (2º EM),,,,0,2,2,2,2
993,994,11.0,1.0,0.0,8.677223999999999,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500020000000001,9.4,6.875,9.0,7.708333333333334,7.944443333333333,10.0,2.0,H,Escola Pública,Veterano,Ametista,7.604,9.5,7.5,7.5,7.4,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,8.3,5.0,Nível 3 (7o e 8o ano),-1.0,3.0,G,2019.0,Não,7.439744423076924,340.0,38.0,2.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.00002,8.240384615384615,7.5,5.0,5.666666666666667,5.166666666666667,4.0,7.5,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,6.4583275,10.0,Fase 3 (7º e 8º ano),,,,2,1,0,1,0
995,996,10.0,2.0,0.0,7.736390666666667,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,7.3,7.5,6.0,7.708333333333334,8.277776666666668,10.0,2.0,G,Rede Decisão,Veterano,Ametista,6.892,9.0,5.8,7.5,5.6,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,6.2,10.0,Nível 2 (5o e 6o ano),0.0,2.0,F,2018.0,Sim,7.065554520054659,465.0,71.0,10.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,8.174985933606623,5.0,7.166666666666666,5.166666666666667,9.166666666666666,3.0,6.25,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.61111,5.0,Fase 3 (7º e 8º ano),,,,2,2,2,2,2
996,997,9.0,1.0,0.0,8.982502,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.6,10.0,9.0,8.125,7.75,10.0,2.0,A,Rede Decisão,Veterano,Topázio,8.767,8.5,10.0,5.0,8.6,7.9,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,1.0,9.5,10.0,Nível 2 (5o e 6o ano),0.0,2.0,A,2019.0,Sim,7.960716507936509,151.0,20.0,3.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.91668,9.206349206349206,4.375,8.0,7.0,9.0,3.0,6.458333333333334,Promovido de Fase + Bolsa,Promovido de Fase,Não,1.0,8.722226666666666,10.0,Fase 2 (5º e 6º ano),,,,2,1,0,1,2
1001,1002,14.0,0.0,0.0,8.114724,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,9.4,7.5,8.333333333333334,8.125,7.944446666666668,5.0,3.0,J,Escola Pública,Veterano,Ametista,7.693,8.8,8.3,7.5,7.5,7.7,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,0.0,8.1,5.0,Nível 5 (1o EM),-2.0,4.0,H,2020.0,Não,7.562874816059757,289.0,23.0,3.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.75001,7.515756302521009,6.875,8.277777777777777,7.333333333333333,8.0,4.0,7.5,Promovido de Fase + Bolsa,Mantido na Fase atual,Sim,0.0,7.958335,5.0,Fase 6 (2º EM),,,,2,1,0,1,2
1003,1004,8.0,0.0,0.0,7.675002000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10.0,6.25,9.0,2.5,5.5,10.0,0.0,I,Escola Pública,Veterano,Ametista,7.506,10.0,10.0,6.9,6.4,7.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,0.0,6.3,5.0,Nível 2 (5o e 6o ano),-2.0,0.0,L,2020.0,Não,8.184503595776773,88.0,23.0,1.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,9.547511312217194,7.5,8.666666666666668,8.5,8.833333333333334,2.0,6.25,Promovido de Fase,Promovido de Fase,Não,0.0,8.33333,5.0,Fase 2 (5º e 6º ano),,,,1,1,0,1,2
1009,1010,9.0,1.0,0.0,8.582085,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.9,5.0,10.0,7.1875,7.416665,10.0,1.0,B,Escola Pública,Veterano,Ametista,7.449,8.0,10.0,7.5,5.2,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,0.0,8.1,5.0,Nível 2 (5o e 6o ano),-1.0,2.0,B,2019.0,Não,7.262763158594493,409.0,60.0,6.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,8.292972459639126,7.5,4.5,2.333333333333333,6.666666666666667,3.0,6.041666666666667,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.5,10.0,Fase 2 (5º e 6º ano),,,,2,1,0,1,0
1013,1014,10.0,1.0,0.0,6.964446,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,8.6,7.5,5.0,7.5,7.222219999999999,5.0,1.0,N,Escola Pública,Veterano,Ametista,7.636,9.0,8.3,7.5,6.3,8.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,8.7,5.0,Nível 2 (5o e 6o ano),-1.0,1.0,M,2019.0,Não,7.303241851851853,391.0,102.0,8.0,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.416679999999999,7.425925925925926,7.5,8.833333333333332,9.166666666666666,8.5,3.0,6.041666666666667,Promovido de Fase,Mantido na Fase atual,Não,0.0,7.277776666666666,5.0,Fase 3 (7º e 8º ano),,,,0,2,2,1,2
1014,1015,12.0,2.0,1.0,8.052502,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,7.2,7.5,6.666666666666667,8.125,9.000003333333332,10.0,3.0,J,Rede Decisão,Veterano,Topázio,8.475,9.6,8.9,7.5,6.9,7.9,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,1.0,9.1,10.0,Nível 3 (7o e 8o ano),0.0,4.0,P,2018.0,Sim,8.67342461904762,18.0,1.0,1.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.16668,8.928571428571427,9.375,7.266666666666667,6.0,7.666666666666667,4.0,7.96875,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,1.0,8.91667,10.0,Fase 4 (9º ano),,,,2,2,0,1,2
1016,1017,11.0,2.0,0.0,8.473890666666668,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,8.8,7.5,8.5,7.083333333333333,8.277776666666666,10.0,3.0,J,Rede Decisão,Veterano,Ametista,7.844,8.8,7.2,7.5,5.8,7.9,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,1.0,9.2,10.0,Nível 2 (5o e 6o ano),1.0,4.0,L,2018.0,Sim,7.95721614036921,153.0,14.0,4.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.91667,9.05864681295716,5.625,6.888888888888888,5.333333333333333,6.833333333333333,4.0,7.96875,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,0.0,8.083335,10.0,Fase 2 (5º e 6º ano),,,,2,1,0,1,2
1021,1022,8.0,0.0,0.0,8.780002,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000020000000001,9.9,7.5,9.0,7.5,7.5,10.0,1.0,F,Escola Pública,Veterano,Ametista,7.219,9.0,9.2,7.5,1.9,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,7.9,10.0,Nível 1 (4o ano),0.0,1.0,J,2020.0,Não,7.52518315942029,299.0,78.0,5.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,9.605072463768115,7.5,7.583333333333334,6.333333333333333,8.833333333333334,3.0,6.041666666666667,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,7.166666666666666,5.0,Fase 2 (5º e 6º ano),,,,2,1,0,2,2
1027,1028,12.0,1.0,0.0,7.73389,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,9.1,7.5,7.5,7.916666666666668,7.111106666666665,5.0,2.0,D,Escola Pública,Veterano,Ametista,6.917,8.4,5.4,7.5,7.1,7.5,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,0.0,7.8,5.0,Nível 3 (7o e 8o ano),-1.0,3.0,B,2019.0,Não,6.943054722222223,509.0,64.0,8.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,6.666666666666668,4.375,7.444444444444444,5.333333333333333,8.5,4.0,7.5,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,5.7083275,10.0,Fase 3 (7º e 8º ano),,,,2,1,0,2,0
1028,1029,10.0,1.0,1.0,8.352502999999999,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,8.7,7.5,9.0,8.125,9.000005,5.0,2.0,P,Escola Pública,Veterano,Topázio,8.782,9.0,7.9,7.5,8.4,9.2,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,1.0,9.7,10.0,Nível 2 (5o e 6o ano),0.0,3.0,A,2019.0,Sim,7.928183035966957,161.0,25.0,6.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.75001,8.915214902057008,7.5,5.777777777777778,5.333333333333333,7.166666666666667,4.0,7.8125,Promovido de Fase + Bolsa,Promovido de Fase,Não,0.0,7.9166675,10.0,Fase 3 (7º e 8º ano),,,,2,1,0,1,2
1030,1031,8.0,0.0,1.0,9.166669,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10.0,7.5,10.0,7.5,8.833335,10.0,1.0,B,Escola Pública,Veterano,Topázio,8.863,9.5,10.0,7.5,8.1,7.5,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,1.0,9.0,10.0,Nível 1 (4o ano),0.0,1.0,B,2020.0,Não,7.950002,155.0,38.0,5.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,10.0,7.5,8.833333333333332,8.666666666666666,9.0,3.0,5.833333333333334,Promovido de Fase,Promovido de Fase,Não,0.0,7.5,5.0,Fase 2 (5º e 6º ano),,,,2,1,0,1,2
1033,1034,11.0,1.0,0.0,7.751391333333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,8.5,7.5,5.5,8.125,7.944446666666668,10.0,2.0,M,Escola Pública,Veterano,Ametista,7.679,8.0,9.2,7.5,5.8,8.3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,1.0,9.0,5.0,Nível 3 (7o e 8o ano),-1.0,2.0,K,2019.0,Não,7.495580529657477,314.0,47.0,3.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,9.490392648287385,7.5,6.633333333333333,5.433333333333334,7.833333333333333,3.0,6.041666666666667,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.333333333333333,5.0,Fase 3 (7º e 8º ano),,,,2,2,2,1,2
1050,1051,12.0,1.0,0.0,6.254445333333334,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,2.8,7.5,3.6666666666666665,7.5,7.72222,10.0,3.0,F,Escola Pública,Veterano,Quartzo,3.599,0.0,1.7,7.5,1.3,6.9,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,0.0,2.9,10.0,Nível 3 (7o e 8o ano),0.0,3.0,G,2019.0,Não,6.762500166666667,566.0,74.0,6.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,7.1875,5.625,5.833333333333333,6.166666666666667,5.833333333333333,4.0,8.125,Promovido de Fase + Bolsa,Mantido na Fase atual,Sim,0.0,7.0416625,5.0,Fase 4 (9º ano),,,,0,0,1,0,0
1066,1067,9.0,2.0,0.0,8.312502,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,10.0,7.5,9.5,8.125,7.5,5.0,1.0,E,Escola Pública,Veterano,Topázio,8.544,9.5,10.0,7.5,8.1,8.8,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,1.0,9.2,5.0,Nível 2 (5o e 6o ano),-1.0,2.0,J,2018.0,Não,7.682753058681186,239.0,39.0,2.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,8.892921960072595,7.5,4.916666666666667,4.166666666666667,5.666666666666667,3.0,6.041666666666667,Promovido de Fase,Mantido na Fase atual,Não,0.0,8.333333333333334,10.0,Fase 2 (5º e 6º ano),,,,2,1,0,1,0
1069,1070,10.0,1.0,0.0,7.633334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,10.0,7.5,9.5,5.0,5.66666,5.0,1.0,E,Escola Pública,Veterano,Ametista,7.758,9.5,9.6,7.5,5.4,8.3,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,0.0,8.7,5.0,Nível 2 (5o e 6o ano),-1.0,1.0,G,2019.0,Não,5.949454421052632,732.0,174.0,11.0,Quartzo,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,8.070175438596491,5.0,4.416666666666667,1.833333333333333,7.0,2.0,4.6875,Mantido na Fase atual,Promovido de Fase,Não,0.0,5.16667,5.0,Fase 3 (7º e 8º ano),,,,1,1,0,1,0
1071,1072,12.0,0.0,0.0,8.193334333333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,8.3,7.5,7.333333333333333,8.749999999999998,7.833333333333334,10.0,3.0,C,Escola Pública,Veterano,Ametista,7.033,9.2,5.3,7.5,4.6,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,8.2,10.0,Nível 3 (7o e 8o ano),0.0,3.0,B,2020.0,Não,5.371978339181286,797.0,120.0,12.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,3.81578947368421,7.5,4.122222222222223,5.666666666666667,1.666666666666667,4.0,6.09375,Promovido de Fase,Promovido de Fase,Não,0.0,4.83333,5.0,Fase 4 (9º ano),,,,2,2,0,2,1
1074,1075,14.0,4.0,0.0,8.796113333333334,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,9.8,10.0,6.666666666666667,8.749999999999998,8.55556,10.0,5.0,A,Rede Decisão,Veterano,Ametista,7.859,7.5,7.2,7.5,6.3,7.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,1.0,9.4,10.0,Nível 5 (1o EM),0.0,5.0,K,2016.0,Sim,7.566015304972806,286.0,18.0,3.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.5,9.580419580419582,5.625,6.744444444444444,6.166666666666667,7.166666666666667,4.0,7.96875,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,1.0,8.458337499999999,5.0,Fase 6 (2º EM),,,,2,1,0,1,2
1077,1078,11.0,1.0,0.0,7.804168000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.4166799999999995,8.0,6.875,10.0,7.083333333333334,7.833333333333333,5.0,2.0,R,Escola Pública,Veterano,Quartzo,4.450,9.0,1.7,8.1,0.0,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,5.7,5.0,Nível 3 (7o e 8o ano),-1.0,2.0,Q,2019.0,Não,6.511662330532213,642.0,113.0,8.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,7.662464985994397,7.5,5.583333333333334,4.666666666666667,6.5,3.0,6.458333333333334,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,5.833336666666667,5.0,Fase 3 (7º e 8º ano),,,,2,2,0,0,0
1083,1084,8.0,1.0,0.0,8.308336,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10.0,4.375,9.0,6.875,7.41667,10.0,1.0,F,Escola Pública,Veterano,Ametista,7.954,8.0,9.6,6.9,5.6,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,8.2,10.0,Nível 1 (4o ano),0.0,1.0,J,2019.0,Não,6.464252763285025,648.0,157.0,14.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.50002,8.932367149758454,7.5,5.0,5.333333333333333,4.666666666666667,3.0,5.0,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,5.888886666666667,5.0,Fase 2 (5º e 6º ano),,,,2,1,0,1,0
1084,1085,14.0,1.0,0.0,6.205209666666667,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,5.5,7.5,3.333333333333333,7.96875,7.375,5.0,4.0,L,Escola Pública,Ingressante,Ágata,6.234,8.8,7.5,7.5,3.9,7.3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,0.0,5.5,5.0,Nível 5 (1o EM),-1.0,5.0,L,2019.0,Não,6.157779444444444,701.0,44.0,10.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,6.25,7.5,4.955555555555556,5.666666666666667,3.366666666666667,4.0,6.25,Promovido de Fase,Mantido na Fase atual,Não,0.0,5.833336666666667,5.0,Fase 6 (2º EM),,,,0,0,1,2,0
1089,1090,10.0,2.0,0.0,6.611668,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.00002,4.6,7.5,8.0,7.083333333333333,7.166663333333332,5.0,1.0,M,Escola Pública,Veterano,Ametista,7.179,8.5,8.8,7.5,3.7,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,1.0,9.0,5.0,Nível 2 (5o e 6o ano),-1.0,1.0,K,2018.0,Não,5.179630296296297,813.0,187.0,12.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,5.481481481481482,7.5,1.0,2.0,0.0,3.0,5.833333333333334,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,5.999993333333334,5.0,Fase 3 (7º e 8º ano),,,,0,0,1,2,1
